2.691650	-85.884895
5.383301	-85.420486
8.074951	-75.582672
10.766602	-73.696365
13.458252	-71.506409
16.149902	-64.378189
18.841553	-62.528194
21.533203	-65.339203
24.224854	-85.107941
26.916504	-75.818268
29.608154	-74.603828
32.299805	-86.020569
34.991455	-80.531219
37.683105	-87.770866
40.374756	-74.412323
43.066406	-67.553268
45.758057	-63.177761
48.449707	-65.078636
51.141357	-80.384056
53.833008	-72.933830
56.524658	-75.851501
59.216309	-100.569931
61.907959	-74.931137
64.599609	-73.081879
67.291260	-75.815208
69.982910	-79.827667
72.674561	-78.435280
75.366211	-77.572670
78.057861	-77.772781
80.749512	-74.300774
83.441162	-78.955460
86.132813	-94.578514
88.824463	-104.070114
91.516113	-96.427429
94.207764	-95.523323
96.899414	-85.777321
99.591064	-84.787758
102.282715	-91.524658
104.974365	-87.016701
107.666016	-86.229424
110.357666	-84.963806
113.049316	-91.481216
115.740967	-85.847534
118.432617	-83.595436
121.124268	-92.180779
123.815918	-93.979973
126.507568	-87.991348
129.199219	-89.541603
131.890869	-89.576210
134.582520	-89.522026
137.274170	-84.367752
139.965820	-87.760620
142.657471	-83.536224
145.349121	-84.773926
148.040771	-87.955208
150.732422	-83.781181
153.424072	-85.457939
156.115723	-86.172058
158.807373	-88.220818
161.499023	-89.084763
164.190674	-89.784966
166.882324	-95.777565
169.573975	-94.631767
172.265625	-100.919044
174.957275	-92.021431
177.648926	-95.166832
180.340576	-95.642334
183.032227	-89.004906
185.723877	-91.010750
188.415527	-90.601479
191.107178	-92.209984
193.798828	-84.912621
196.490479	-82.718399
199.182129	-90.348930
201.873779	-84.465355
204.565430	-86.152763
207.257080	-93.216103
209.948730	-91.825058
212.640381	-82.593147
215.332031	-80.980255
218.023682	-85.764771
220.715332	-88.551514
223.406982	-90.914757
226.098633	-92.567642
228.790283	-99.379646
231.481934	-88.066681
234.173584	-84.468201
236.865234	-96.721962
239.556885	-91.457977
242.248535	-87.940369
244.940186	-93.565178
247.631836	-88.425446
250.323486	-86.361298
253.015137	-95.781509
255.706787	-92.972878
258.398438	-89.342484
261.090088	-89.633583
263.781738	-96.118553
266.473389	-89.081612
269.165039	-79.929352
271.856689	-80.091911
274.548340	-92.219521
277.239990	-95.741592
279.931641	-78.220543
282.623291	-77.218605
285.314941	-79.708786
288.006592	-83.203926
290.698242	-84.957573
293.389893	-80.757874
296.081543	-77.648918
298.773193	-78.410774
301.464844	-75.119370
304.156494	-73.039528
306.848145	-69.561661
309.539795	-72.060623
312.231445	-67.612061
314.923096	-71.982803
317.614746	-79.310310
320.306396	-80.389244
322.998047	-67.745583
325.689697	-66.994057
328.381348	-72.650337
331.072998	-69.355202
333.764648	-66.583786
336.456299	-68.676636
339.147949	-71.481926
341.839600	-73.986382
344.531250	-76.929344
347.222900	-74.831154
349.914551	-81.359695
352.606201	-78.059105
355.297852	-75.577301
357.989502	-69.856773
360.681152	-71.067421
363.372803	-70.226761
366.064453	-71.934860
368.756104	-78.744789
371.447754	-78.087677
374.139404	-78.922501
376.831055	-85.891731
379.522705	-80.681618
382.214355	-74.637367
384.906006	-80.353683
387.597656	-77.524063
390.289307	-91.119942
392.980957	-74.352371
395.672607	-82.194412
398.364258	-76.249481
401.055908	-69.786987
403.747559	-80.165810
406.439209	-69.308922
409.130859	-68.683617
411.822510	-74.107750
414.514160	-67.968468
417.205811	-91.989792
419.897461	-82.239670
422.589111	-79.662125
425.280762	-70.400993
427.972412	-74.407341
430.664063	-70.555267
433.355713	-71.355804
436.047363	-72.344261
438.739014	-79.816414
441.430664	-89.975601
444.122314	-77.575470
446.813965	-78.631477
449.505615	-73.581551
452.197266	-71.900551
454.888916	-69.437325
457.580566	-68.231133
460.272217	-71.433556
462.963867	-69.007027
465.655518	-71.057266
468.347168	-76.350487
471.038818	-74.720566
473.730469	-74.241661
476.422119	-85.601517
479.113770	-71.049263
481.805420	-75.039902
484.497070	-71.678680
487.188721	-79.551147
489.880371	-80.595207
492.572021	-75.902802
495.263672	-85.492172
497.955322	-90.851463
500.646973	-70.785637
503.338623	-65.166412
506.030273	-62.278099
508.721924	-61.029224
511.413574	-65.663361
514.105225	-82.176010
516.796875	-70.268196
519.488525	-68.232170
522.180176	-69.138107
524.871826	-79.857956
527.563477	-83.881798
