2.691650	-84.254875
5.383301	-72.162758
8.074951	-71.127800
10.766602	-70.648010
13.458252	-63.486626
16.149902	-61.821510
18.841553	-64.974136
21.533203	-78.416077
24.224854	-71.007904
26.916504	-72.214104
29.608154	-84.838882
32.299805	-77.092575
34.991455	-72.097900
37.683105	-64.425110
40.374756	-63.582233
43.066406	-72.139023
45.758057	-74.844276
48.449707	-73.194557
51.141357	-74.491455
53.833008	-80.083832
56.524658	-70.854973
59.216309	-70.803299
61.907959	-73.333748
64.599609	-82.769096
67.291260	-75.535065
69.982910	-74.511757
72.674561	-82.201607
75.366211	-89.324554
78.057861	-86.544701
80.749512	-96.253090
83.441162	-83.252190
86.132813	-84.211853
88.824463	-90.510834
91.516113	-91.780640
94.207764	-83.418030
96.899414	-81.834084
99.591064	-88.766541
102.282715	-87.144646
104.974365	-99.730827
107.666016	-82.927979
110.357666	-85.668938
113.049316	-84.306183
115.740967	-86.166534
118.432617	-90.099541
121.124268	-90.134247
123.815918	-83.753967
126.507568	-80.930290
129.199219	-84.154625
131.890869	-83.391121
134.582520	-84.781937
137.274170	-93.002678
139.965820	-96.205116
142.657471	-87.346588
145.349121	-100.416985
148.040771	-86.664391
150.732422	-95.118721
153.424072	-87.183937
156.115723	-94.927628
158.807373	-88.395912
161.499023	-88.813156
164.190674	-87.057022
166.882324	-88.196991
169.573975	-81.758621
172.265625	-82.550362
174.957275	-88.045479
177.648926	-82.631027
180.340576	-82.061089
183.032227	-82.723129
185.723877	-87.642754
188.415527	-91.596718
191.107178	-87.159447
193.798828	-84.942772
196.490479	-86.913834
199.182129	-94.115822
201.873779	-112.807442
204.565430	-88.503807
207.257080	-89.401566
209.948730	-84.419907
212.640381	-83.286179
215.332031	-85.140785
218.023682	-80.947472
220.715332	-83.741074
223.406982	-84.028877
226.098633	-81.764084
228.790283	-85.403923
231.481934	-81.499290
234.173584	-77.996017
236.865234	-74.682884
239.556885	-75.434769
242.248535	-86.343834
244.940186	-78.027885
247.631836	-75.660408
250.323486	-73.837074
253.015137	-68.810898
255.706787	-70.502167
258.398438	-70.827950
261.090088	-70.192451
263.781738	-74.283485
266.473389	-68.540283
269.165039	-64.661171
271.856689	-64.878204
274.548340	-70.173157
277.239990	-68.626381
279.931641	-67.075264
282.623291	-68.043892
285.314941	-68.622444
288.006592	-68.881882
290.698242	-74.477943
293.389893	-82.600418
296.081543	-77.096603
298.773193	-72.330910
301.464844	-71.047150
304.156494	-70.517914
306.848145	-71.362938
309.539795	-71.894638
312.231445	-73.613876
314.923096	-86.487045
317.614746	-69.089119
320.306396	-70.831741
322.998047	-70.306175
325.689697	-71.249626
328.381348	-88.663231
331.072998	-75.126381
333.764648	-98.932785
336.456299	-71.687660
339.147949	-80.737999
341.839600	-71.671013
344.531250	-68.715958
347.222900	-72.371803
349.914551	-66.767647
352.606201	-78.278572
355.297852	-73.985741
357.989502	-70.870544
360.681152	-70.214249
363.372803	-70.076317
366.064453	-69.920723
368.756104	-72.565025
